Date,Open,High,Low,Close,Adj Close,Volume
1963-07-24,5.690000,5.746666,5.670000,5.713333,0.485265,627200
1963-07-25,5.713333,5.760000,5.713333,5.720000,0.485832,544000
1963-07-26,5.720000,5.760000,5.720000,5.753334,0.488663,387200
1963-07-29,5.760000,5.780000,5.760000,5.773334,0.490362,328000
1963-07-30,5.803333,5.906667,5.803333,5.906667,0.501686,1083200
1963-07-31,5.906667,5.973333,5.793334,5.793334,0.492060,1139200
1963-08-01,5.793334,5.830000,5.733333,5.800000,0.492627,976000
1963-08-02,5.800000,5.826667,5.760000,5.760000,0.489229,360000
1963-08-05,5.760000,5.836667,5.753334,5.836667,0.495741,400000
1963-08-06,5.836667,5.893333,5.816667,5.890000,0.500385,816000
1963-08-07,5.890000,5.890000,5.828333,5.828333,0.495146,528000
1963-08-08,5.828333,5.886667,5.793334,5.853333,0.497270,507200
1963-08-09,5.853333,5.926667,5.846667,5.913333,0.502367,672000
1963-08-12,5.933333,5.966667,5.933333,5.940000,0.504633,816000
1963-08-13,5.953333,6.060000,5.953333,6.056667,0.514544,1416000
1963-08-14,6.056667,6.126667,6.006667,6.093333,0.517659,1320000
1963-08-15,6.093333,6.120000,6.053333,6.053333,0.514261,875200
1963-08-16,6.053333,6.093333,6.033333,6.033333,0.512562,432000
1963-08-19,6.033333,6.066667,6.026667,6.026667,0.511995,304000
1963-08-20,6.026667,6.053333,5.953333,5.953333,0.505765,480000
1963-08-21,5.963333,6.000000,5.963333,5.983333,0.508314,280000
1963-08-22,5.983333,6.033333,5.966667,6.033333,0.512562,491200
1963-08-23,6.033333,6.053333,5.973333,5.980000,0.508031,435200
1963-08-26,5.993333,6.023334,5.993333,6.000000,0.509730,371200
1963-08-27,6.000000,6.006667,5.893333,5.893333,0.500668,555200
1963-08-28,5.893333,5.973333,5.893333,5.913333,0.502367,627200
1963-08-29,5.913333,5.960000,5.900000,5.900000,0.501234,544000
1963-08-30,5.900000,5.933333,5.860000,5.930000,0.503783,672000
1963-09-03,5.938334,6.023334,5.938334,5.966667,0.506898,816000
1963-09-04,5.973333,6.026667,5.973333,5.973333,0.507464,867200
1963-09-05,5.973333,6.026667,5.960000,6.006667,0.510296,576000
1963-09-06,6.020000,6.166667,6.020000,6.113333,0.519358,1899200
1963-09-09,6.113333,6.166667,6.066667,6.086667,0.517092,899200
1963-09-10,6.086667,6.146667,6.086667,6.106667,0.518792,760000
1963-09-11,6.106667,6.153333,6.093333,6.093333,0.517659,880000
1963-09-12,6.093333,6.113333,6.060000,6.086667,0.517092,539200
1963-09-13,6.086667,6.140000,6.073333,6.073333,0.515960,603200
1963-09-16,6.073333,6.113333,6.066667,6.066667,0.515393,456000
1963-09-17,6.066667,6.126667,6.066667,6.068333,0.515535,664000
1963-09-18,6.068333,6.090000,5.966667,6.000000,0.509730,707200
1963-09-19,6.001667,6.066667,6.001667,6.056667,0.514544,576000
1963-09-20,6.056667,6.113333,6.053333,6.086667,0.517092,603200
1963-09-23,6.086667,6.136667,6.053333,6.060000,0.514827,808000
1963-09-24,6.066667,6.170000,6.066667,6.166667,0.523889,1096000
1963-09-25,6.166667,6.253334,6.106667,6.106667,0.518792,2112000
1963-09-26,6.106667,6.133333,6.003334,6.003334,0.510013,1659200
1963-09-27,6.003334,6.036667,5.960000,5.980000,0.508031,939200
1963-09-30,5.980000,6.033333,5.960000,6.026667,0.511995,640000
1963-10-01,6.026667,6.073333,5.996666,5.996666,0.509447,640000
1963-10-02,5.996666,6.013333,5.980000,5.990000,0.508880,339200
1963-10-03,6.000000,6.103333,6.000000,6.093333,0.517659,376000
1963-10-04,6.133333,6.200000,6.133333,6.153333,0.522756,1323200
1963-10-07,6.153333,6.260000,6.133333,6.260000,0.531818,1091200
1963-10-08,6.260000,6.290000,6.166667,6.166667,0.523889,1955200
1963-10-09,6.166667,6.240000,6.150000,6.166667,0.523889,904000
1963-10-10,6.166667,6.210000,6.140000,6.206666,0.527287,760000
1963-10-11,6.206666,6.278333,6.206666,6.253334,0.531252,1096000
1963-10-14,6.253334,6.346667,6.253334,6.346667,0.539181,1091200
1963-10-15,6.363333,6.423333,6.363333,6.373333,0.541446,1480000
1963-10-16,6.373333,6.546667,6.373333,6.536667,0.555322,1347200
1963-10-17,6.563334,6.620000,6.563334,6.563334,0.557587,1848000
1963-10-18,6.563334,6.606667,6.546667,6.596667,0.560419,760000
1963-10-21,6.596667,6.646667,6.586667,6.586667,0.559570,880000
1963-10-22,6.573333,6.573333,6.456666,6.480000,0.550508,1728000
1963-10-23,6.480000,6.536667,6.440000,6.440000,0.547110,843200
1963-10-24,6.466667,6.526667,6.466667,6.466667,0.549376,528000
1963-10-25,6.496666,6.586667,6.496666,6.580000,0.559004,779200
1963-10-28,6.613333,6.690000,6.613333,6.630000,0.563251,1848000
1963-10-29,6.630000,6.676667,6.520000,6.550000,0.556455,1331200
1963-10-30,6.550000,6.553333,6.456666,6.456666,0.548525,747200
1963-10-31,6.456666,6.586667,6.453333,6.586667,0.559570,707200
1963-11-01,6.586667,6.610000,6.496666,6.513333,0.553340,640000
1963-11-04,6.513333,6.550000,6.430000,6.453333,0.548383,539200
1963-11-06,6.450000,6.450000,6.360000,6.400000,0.543852,976000
1963-11-07,6.400000,6.466667,6.400000,6.420000,0.545551,448000
1963-11-08,6.453333,6.493333,6.453333,6.460000,0.548950,520000
1963-11-11,6.473333,6.520000,6.473333,6.493333,0.551783,400000
1963-11-12,6.500000,6.573333,6.500000,6.506667,0.552915,875200
1963-11-13,6.506667,6.566667,6.506667,6.526667,0.554615,648000
1963-11-14,6.526667,6.546667,6.460000,6.493333,0.551783,640000
1963-11-15,6.493333,6.513333,6.443333,6.466667,0.549516,435200
1963-11-18,6.460000,6.460000,6.366667,6.406667,0.544418,424000
1963-11-19,6.406667,6.440000,6.296667,6.296667,0.535070,640000
1963-11-20,6.296667,6.400000,6.273334,6.293334,0.534787,928000
1963-11-21,6.293334,6.326667,6.186666,6.186666,0.525723,912000
1963-11-22,6.186666,6.276667,6.146667,6.203333,0.527139,795200
1963-11-26,6.203333,6.283333,6.190000,6.283333,0.533937,1056000
1963-11-27,6.283333,6.373333,6.276667,6.373333,0.541585,936000
1963-11-29,6.373333,6.490000,6.366667,6.470000,0.549800,675200
1963-12-02,6.506667,6.560000,6.506667,6.560000,0.557447,675200
1963-12-03,6.560000,6.580000,6.493333,6.526667,0.554615,672000
1963-12-04,6.523334,6.523334,6.440000,6.440000,0.547250,627200
1963-12-05,6.460000,6.526667,6.460000,6.500000,0.552349,544000
1963-12-06,6.500000,6.543334,6.446667,6.460000,0.548950,432000
1963-12-09,6.460000,6.466667,6.400000,6.453333,0.548383,611200
1963-12-10,6.440000,6.440000,6.400000,6.413333,0.544984,299200
1963-12-11,6.413333,6.440000,6.400000,6.400000,0.543852,243200
1963-12-12,6.400000,6.420000,6.336667,6.336667,0.538469,240000
1963-12-13,6.336667,6.366667,6.313334,6.336667,0.538469,339200
1963-12-16,6.340000,6.403333,6.340000,6.346667,0.539319,243200
1963-12-17,6.366667,6.446667,6.366667,6.446667,0.547817,448000
1963-12-18,6.446667,6.546667,6.446667,6.446667,0.547817,616000
1963-12-19,6.446667,6.493333,6.426667,6.440000,0.547250,480000
1963-12-20,6.440000,6.460000,6.380000,6.446667,0.547817,448000
1963-12-23,6.446667,6.486667,6.430000,6.440000,0.547250,600000
1963-12-24,6.446667,6.500000,6.446667,6.460000,0.548950,467200
1963-12-26,6.480000,6.553333,6.480000,6.540000,0.555748,515200
1963-12-27,6.580000,6.636667,6.580000,6.580000,0.559147,1080000
1963-12-30,6.606667,6.670000,6.606667,6.653333,0.565379,1715200
1963-12-31,6.673333,6.793334,6.673333,6.760000,0.574443,1739200
1964-01-02,6.800000,6.920000,6.800000,6.893333,0.585773,1216000
